order_id,date,customer_id,product_id,quantity
931,2025-03-09,152,15,5
932,2025-12-15,114,1,1
933,2025-12-23,88,8,4
934,2025-12-22,34,31,1
935,2025-04-28,99,6,1
936,2025-02-22,81,24,3
937,2025-03-12,98,50,2
938,2025-11-25,174,10,1
939,2025-09-29,145,1,5
940,2025-11-29,43,29,3
941,2025-04-20,161,48,2
942,2025-07-30,158,44,4
943,2025-04-22,23,7,2
944,2025-03-05,151,47,4
945,2025-06-29,110,21,2
946,2025-05-07,71,42,1
947,2025-05-08,142,39,5
948,2025-11-08,73,50,1
949,2025-12-04,78,14,5
950,2025-11-07,131,13,4
951,2025-06-01,166,4,2
952,2025-09-11,99,8,2
953,2025-09-13,164,39,1
954,2025-09-28,4,24,3
955,2025-03-09,100,37,4
956,2025-07-07,140,44,2
957,2025-08-30,198,5,1
958,2025-10-28,18,1,3
959,2025-04-21,11,4,4
960,2025-09-17,74,41,5
961,2025-08-01,109,45,4
962,2025-02-12,164,35,5
963,2025-11-12,40,18,1
964,2025-06-08,21,33,2
965,2025-03-21,138,21,4
966,2025-10-28,163,49,1
967,2025-06-08,179,28,2
968,2025-01-30,63,6,4
969,2025-03-01,117,40,5
970,2025-01-29,80,43,2
971,2025-03-03,4,46,2
972,2025-12-26,3,11,4
973,2025-06-27,134,34,3
974,2025-03-27,96,9,3
975,2025-03-02,198,2,3
976,2025-08-08,70,34,1
977,2025-05-15,183,37,1
978,2025-09-12,117,33,3
979,2025-01-29,128,37,2
980,2025-07-08,41,17,1
981,2025-10-21,173,47,1
982,2025-04-27,190,33,1
983,2025-01-23,4,16,1
984,2025-08-30,94,25,2
985,2025-04-02,10,36,4
986,2025-04-25,83,16,4
987,2025-06-13,70,5,5
988,2025-07-10,31,33,1
989,2025-04-02,58,34,1
990,2025-07-25,18,30,3
991,2025-06-09,84,6,5
992,2025-08-22,3,24,2
993,2025-05-30,145,20,5
994,2025-05-05,119,24,5
995,2025-09-10,198,50,2
996,2025-10-07,195,16,2
997,2025-01-04,105,2,2
998,2025-10-05,89,41,1
999,2025-06-21,1,49,4
1000,2025-06-07,27,14,5
